ID,Name:,Hersteller:,Erzeugnis aus:,Region:,Wein:,Jahrgang:,Rebsorte:,Qualität:,Alkohol in %:,Geschmack:,Allergene:,Ausbauart:,Trinktemperatur in °C:,Trinkempfehlung:,Verschluß:,Auszeichnungen:,Paßt zu:,Lage:,Boden:,Essen:,Herstellung:,Dekantieren:,Säure g/l:,Restzucker g/l:,Produkt aus biologischem Anbau:,Biokontrollstelle:,Diverses:,Zutaten:,Verkäufer:,Verkostungsnotiz:
63,"2017 Cantina di Venosa Terre di Orazio D.O.P. Aglianico del Vulture 0,375l",,Italien,Basilikata,Rotwein,,Aglianico,,,,,,,,,,,,,,,,,,,,,,2,"Aglianico: vollmundiger Venosa-Vino vom vulkanischen Vulture! Terre di Orazio: Mit dieser Namensgebung erinnert die Cantina di Venosa an den römischen Dichter Horaz, berühmtester Sohn der antiken lukanischen Stadt Venusia an der Via Appia. Die Cantina di Venosa ist eine der kleinsten Winzergenossenschaftens Italiens. Der Weinbau im Norden der süditalienischen Region Basilikata erfolgt auf ca. 200-800 (!) Metern Höhe rund um den erloschenen Vulkan Vulture. Der Wein selbst wird aus der alten roten Rebsorte Aglianico del Vulture gekeltert. Der Name ist eine Verballhornung des Wortes Hellenico, was darauf hinweist, dass die Varietät im Zuge der Kolonialisierung Süditaliens durch die antike Griechen ins Land gekommen ist. Das von Hand Ende Oktober gelesene Rebgut stammt von Lagen auf vulkanischem Boden in 450-500 Metern Höhe mit Ertragsbeschränkung auf lediglich 35-40hl pro Hektar. Der Aglianico wird nach alkoholischer und malolaktischer Gärung ganz traditionell 15 Monate lang in 250hl-Fässern und danach auf der Flasche ausgebaut. Im Glas tief rubinrot mit granatroten Reflexen, duftet der Wein intensiv und nachhaltig nach Johannisbeere, Cassis, Flieder sowie mediterranen Kräutern. Am Gaumen ist er sehr vollmundig. Die milden, reifen Tannine sind gut eingebunden und geben dem Wein Struktur. Ein klassischer, feiner Rotwein mit überraschender Tiefe - nicht von ungefähr wird der Aglianico del Vulture auch ""Barolo des Südens"" genannt! "
64,2017 Cantina di Venosa Gesualdo D.O.P. Aglianico del Vulture,,Italien,Basilikata,Rotwein,,Aglianico,,,,,,,,,,,,,,,,,,,,,,2,"Aglianico: Venosa-Vino vom vulkanischen Vulture! Der Spitzenwein des Hauses zeigt, wie viel Potenzial in dem unvergleichlichen Terroir Venosas steckt. Mit der Namensgebung erinnert die Cantina di Venosa an Don Carlo Gesualdo, einen Renaissancefürst und Komponisten, neben dem antiken Dichter Horaz der berühmteste Sohn der Stadt in der süditalienischen Basilikata. Die Cantina di Venosa ist eine der kleinsten Winzergenossenschaftens Italiens. Der Weinbau erfolgt auf ca. 200-800 (!) Metern Höhe rund um den erloschenen Vulkan Vulture. Der Wein selbst wird aus der alten roten Rebsorte Aglianico del Vulture gekeltert. Der Name ist eine Verballhornung des Wortes Hellenico, was darauf hinweist, dass die Varietät im Zuge der Kolonialisierung Süditaliens durch antike Griechen ins Land gekommen ist. Das von Hand Ende Oktober gelesene Rebgut stammt von Lagen auf vulkanischem Boden in 450-500 Metern Höhe mit Ertragsbeschränkung auf lediglich 30-35hl pro Hektar. Der Aglianico wird nach alkoholischer und malolaktischer Gärung neun Monate lang zu 50% in kleinen Barriques und danach auf der Flasche ausgebaut. Im Glas tiefrot mit rubin- und granatroten Reflexen, duftet der Wein intensiv, nuancenreich und würzig nach reifen, dunklen Früchten (Johannisbeere, Brombeere, Cassis) und feinen mediterranen Kräutern. Am Gaumen ist er sehr vollmundig, tief, extraktreich und reichhaltig. Die milden, reifen Tannine sind gut eingebunden und geben dem Wein samtige, dennoch feste Struktur, feine Eleganz und lange Alterungsfähigkeit. Ein langlebiger, prachtvoller ""Vin de Garde"", der gern einige Zeit vor dem Genuss karaffiert werden darf und es dann problemlos mit den Platzhirschen aus Piemont und Toskana aufnehmen kann - nicht zu Unrecht wird großer Aglianico del Vulture als der ""Barolo des Südens"" bezeichnet! "
65,2018 Otero Finca Valleoscuro Tinto D.O.P. Valles de Benavente,,Spanien,Valles de Benavente,Rotwein,,"Prieto Picudo, Tempranillo",,,,,,,,,,,,,,,,,,,,,,2,"Der leichte Rote von Julio Otero Señor Otero stellt seinen Sommer-Rotwein vor: den Finca ValleOscuro Tinto D.O.P. Valles de Benavente; einen frischen, trockenen Rotwein aus der hochinteressanten autochthonen Rebsorte Prieto Picudo (90%) und einem kleinen Anteil Tempranillo (10%). Der Wein kommt kirschrot ins Glas und duftet intensiv nach roten Beerenfrüchten, Flieder sowie etwas Süßholz. Am Gaumen geschmeidig und nicht zu füllig, entfaltet der ValleOscuro seine Aromatik am besten, wenn er leicht angekühlt ist (ca. 14°C) und passt dann hervorragend zum spanischen Tapas- und Grillabend, in kühleren mitteleuropäischen Gefilden nartürlich ganzjährig! Herkunftsland: Spanien. Enthält Sulfite. Alkoholgehalt: 13,5%Vol. Verantwortlicher Lebensmittelunternehmer: Bodegas Otero S.A. | Avda. El Ferial 22 | E-49600 Benavente "
66,2014 Bagordi Garnacha Crianza D.O.C. Rioja,,Spanien,Rioja,Rotwein,,Graciano,,,,,,,,,,,,,,,,,,,,,,2,"Neu bei divino: Die Grenache-Crianza von Bagordi Diese alte südfranzösische Rebsorte hat sich optimal an das harte klima und die kargen Böden der Rioja angepasst. Die über 50 Jahre alten Weinreben bringen Lesegut höchster Qualität hervor. Nach langsamer Maischegärung erfolgt der Ausbau des Weines in zwei Sorten Barriques aus amerikanischer oder französischer Eiche. Im Glas zeigt die Crianza ein tiefes, leuchtendes Kirschrot. Das elegante Bukett von reifen roten Früchten, leitet über zu einer wunderbaren Mineralität, begleitet von feinen Gewürznoten und deutlichen, aber milden Barriquetönen. Ein anspruchsvoller, aber bereits gut trinkbarer Rotwein! Wein aus Spanien. Enthält Sulfite. Alkoholgehalt: 13,5%Vol. Verantwortlicher Lebensmittelunternehmer: Bodegas Bagordi | Carretera de Estella | E-31261 Andosilla   Bodegas Bagordi - individuelle Weine aus der Rioja seit 1723! "
67,2014 Bagordi Graciano Crianza D.O.C. Rioja,,Spanien,Rioja,Rotwein,,Graciano,,,,,,,,,,,,,,,,,,,,,,2,"Neu bei divino: 100% Graciano - die hochinteressante, alte rote Sorte Nordspaniens tritt endlich aus dem Schatten der allgegenwärtigen Tempranillo-Rebe! Diese wundervolle Crianza wird aus spät gelesenen Beeren älterer Rebstöcke bereitet. Die 12-monatige Reifung im Barrique aus französischer Eiche und die darauffolgende Lagerung auf der Flasche verleihen dem Wein seine reizvolle Kraft, gepaart mit guter Alterungsfähigkeit. Wein aus Spanien. Enthält Sulfite. Alkoholgehalt: 14,5%Vol. Verantwortlicher Lebensmittelunternehmer: Bodegas Bagordi | Carretera de Estella | E-31261 Andosilla Bodegas Bagordi - individuelle Weine aus der Rioja seit 1723! "
68,2014 Ochoa Tempranillo Crianza D.O. Navarra,,Spanien,Navarra,Rotwein,,Tempranillo,,,,,,,,,,,,,,,,,,,,,,2,"Die Crianza-Referenz aus Navarra Padron Javier Ochoa legte diese Crianza 1987 auf, um die außergewöhnliche Qualität der Einzellage „Finca Santa Cruz“ in einem reinsortigen Wein zu manifestieren und dazu dem Tempranillo ein Denkmal zu errichten. Sowohl die Deklaration eines Crus, also der Einzellage, aus der das Lesegut stammt, als auch die Nennung der (ausschließlich) verwendeten Rebsorte Tempranillo waren im Spanien der achtziger Jahre recht ungewöhnlich. Damit ist die Tempranillo Crianza der zentrale Wein im Sortiment von Ochoa. Er repräsentiert Terroir, Stil sowie Identität des Hauses wie kein anderer und ist damit seit vielen Jahren Crianza-Referenz für viele Weinfans rund um die Welt. Statt der gesetzlich vorgeschriebenen 24 Monaten Reife, davon 9 in neuen 330l-Barriques spendiert Ochoa dem Wein 12 Monate im 225l-Fass und noch mindestens 24 weitere Monate Verfeinerung auf der Flasche, also ingesamt mindestens 36 Monate Reifezeit, was bereits der Minimalanforderung für die nächsthöhere Prädikatsstufe ""Reserva"" reichen würde. Sie erhalten somit einen trinkreifen, besonders charaktervollen Rotwein, der durchaus noch weitere fünf Jahre Potenzial hat. Von intensiver, rubinroter Farbe, zeigt der Wein rebsortentypisch leichte kirschrote Reflexe. In der Nase dominieren reife Aromen von Kirsche, Johannisbeere und Brombeere, unterlegt von duftigen Vanilletönen. Am Gaumen setzt sich der fruchtige Charakter fort, elegant und nicht zu vollmundig, gepaart mit charakterspendenden, jedoch gut eingebundenen Tanninen. Delikat! Herkunftsland: Spanien. Enthält Sulfite. Alkoholgehalt: 13,5%Vol. Verantwortlicher Lebensmittelunternehmer: Bodegas Ochoa | Calle de Miranda de Arga 35 | E-31390 Olite Bodegas Ochoa: Navarra-Weine in der VI. Generation "
69,"2012 Ochoa Tempranillo Crianza D.O. Navarra 1,5l Magnum",,Spanien,Navarra,Rotwein,,Tempranillo,,,,,,,,,,,,,,,,,,,,,,2,"Die Crianza-Referenz aus Navarra Padron Javier Ochoa legte diese Crianza 1987 auf, um die außergewöhnliche Qualität der Einzellage „Finca Santa Cruz“ in einem reinsortigen Wein zu manifestieren und dazu dem Tempranillo ein Denkmal zu errichten. Sowohl die Deklaration eines Crus, also der Einzellage, aus der das Lesegut stammt, als auch die Nennung der (ausschließlich) verwendeten Rebsorte Tempranillo waren im Spanien der achtziger Jahre recht ungewöhnlich. Damit ist die Tempranillo Crianza der zentrale Wein im Sortiment von Ochoa. Er repräsentiert Terroir, Stil sowie Identität des Hauses wie kein anderer und ist damit seit vielen Jahren Crianza-Referenz für viele Weinfans rund um die Welt. Statt der gesetzlich vorgeschriebenen 24 Monaten Reife, davon 9 in neuen 330l-Barriques spendiert Ochoa dem Wein 12 Monate im 225l-Fass und noch mindestens 24 weitere Monate Verfeinerung auf der Flasche, also ingesamt mindestens 36 Monate Reifezeit, was bereits der Minimalanforderung für die nächsthöhere Prädikatsstufe ""Reserva"" reichen würde. Sie erhalten somit einen trinkreifen, besonders charaktervollen Rotwein, der durchaus noch weitere fünf Jahre Potenzial hat. Von intensiver, rubinroter Farbe, zeigt der Wein rebsortentypisch leichte kirschrote Reflexe. In der Nase dominieren reife Aromen von Kirsche, Johannisbeere und Brombeere, unterlegt von duftigen Vanilletönen. Am Gaumen setzt sich der fruchtige Charakter fort, elegant und nicht zu vollmundig, gepaart mit charakterspendenden, jedoch gut eingebundenen Tanninen. Delikat! Herkunftsland: Spanien. Enthält Sulfite. Alkoholgehalt: 13,5%Vol. Verantwortlicher Lebensmittelunternehmer: Bodegas Ochoa | Calle de Miranda de Arga 35 | E-31390 Olite Bodegas Ochoa: Navarra-Weine in der VI. Generation "
70,2012 Adriana Ochoa 8A Mil Gracias Graciano Crianza D.O. Navarra,,Spanien,Navarra,Rotwein,,Tempranillo,,,,,,,,,,,,,,,,,,,,,,2,"100% Graciano - Adriana Ochoa zeigt mit ihrer 8A-Crianza, was die lange unterschätzte Rebsorte kann! Der 8A („Ocho-A“) Mil Gracias („Tausend Dank“) ist der Rotwein, den Adriana Ochoa schon immer auflegen wollte. Normalerweise wird die alte Rebsorte Graciano nur in Mischsätzen verwendet, aber sie hat der Varietät schon immer zugetraut, für sich einen anspruchsvollen Wein zu ergeben. Und da ist er nun: 100% Graciano, als Crianza ausgebaut und Adrianas ganzer Stolz. Der Wein benötigt Luft, um seine Aromen zu entfalten; bitte dekantieren Sie ihn daher. Nach einer Stunde wird Ihnen der 8A Mil Gracias Ihre Geduld mit feinen, von sanfter Mineralität begleiteten Aromen nach reifen dunklen Beeren und weißem Pfeffer belohnen. Am Gaumen hocharomatisch und mit sanften Tanninen ausgestattet, macht der Graciano sofort Lust auf ein zweites Glas! Herkunftsland: Spanien. Enthält Sulfite. Alkoholgehalt: 13,5%Vol. Verantwortlicher Lebensmittelunternehmer: Bodegas Ochoa | Calle de Miranda de Arga 35 | E-31390 Olite Bodegas Ochoa: Navarra-Weine in der VI. Generation "
71,"2013 Rejadorada Tinto Roble D.O. Toro Magnum (1,5l)",,Spanien,Toro,Rotwein,,Tinto del Toro,,,,,,,,,,,,,,,,,,,,,,2,"Rassige Semicrianza aus der aufstrebenden Mini-D.O. Toro Die kleine Bodega Rejadoara (""Goldenes Gitter"") liegt in der hierzulande relativ unbekannten D.O. Toro in der nordwestspanischen Region Kastilien & Léon. Benavente, Rueda und Ribera del Duero sind hier nicht nur geographisch, sondern auch kulturell näher als Navarra und Rioja. Seit 2015 gehören die Weine von Mario Remesal zum Portfolio von divino Weinhandel.  Marios Tinto Roble bekommt sechs Monate Barriquereife, also einen Monat mehr, als gesetzlich vorgeschrieben, spendiert. Damit ist er eigentlich bereits eine Semicrianza. In die ausschließlich neuen Barrique-Fässer kommt zu 100% Tempranillo, hier als lokale Spielart „Tinta de Toro“. Das Ergebnis kann sich sehen lassen: da kommt ein dunkelroter, extraktreicher Wein mit rebsortentypisch purpurfarbenen Reflexen ins Glas. In der Nase reichhaltige, reife Aromen nach Maulbeere und Brombeere. Am Gaumen intensiv fruchtig, mit kraftvollen, aber gut eingebundenen Tanninen und Barriquetönen. Lang anhaltender Abgang. Insgesamt ein charakterstarker „Vin de Garde“ zu einem auffallend maßvollen Preis. Der Rejadorada Tinto Roble D.O. Toro hat mindestens noch fünf bis sechs Jahre Reifepotenzial.  "
72,2021 Cascina Castlèt Moscato d'Asti D.O.C.G.,Cascina Castlet,Italien,Piemont,Dessertwein,2021,Moscato / Muskateller,,,fruchtsüß,,,,,,,Dessert,,,,,,,,,,,,2,"Die edelste Erscheinungsform der Muskateller-Rebe: ein faszinierender Dessertwein! Ein schalenförmiges Glas voll goldenen Weines und ein von einem Kind gemalter Schmetterling als Etikett verleihen diesem Wein die besondere fröhliche Note, die den berühmten Moscato d'Asti ausmacht. Es gibt viele verschiedene Muskateller-Weine, aber nur der aus Asti ist so reich an blumigen Düften, an überbordenden Aromenn und an fruchtiger Süße, dass er sofort Jedermann für sich einnimmt, auch wegen seines mäßigen Alkoholgehaltes. Herkunftsland: Italien. Enthält Sulfite. Alkoholgehalt: 6,5%Vol. Verantwortlicher Lebensmittelunternehmer: Cascina Castlèt | Strada Castelletto 6 | I-14055 Costigliole d'Asti (AT) "
73,Antech Blanquette de Limoux A.C. Doux et fruité Méthode ancestrale,Georges & Roger Antech,Frankreich,Languedoc-Roussillon,"Blanquette & Crémant, Dessertwein",,Blanquette / Mauzac,,,fruchtsüß,,,,,,,Dessert,,,,,,,,,,,,2,"Frankreichs Antwort auf den Moscato d'Asti - Der fruchtsüße Blanquette ist ein hervorragender Dessertwein mit großer Tradition Beide haben tatsächlich die Herstellungsmethode gemeinsam: Wie beim italienischen Verwandten entsteht die Kohlensäure in einer einzigen Gärung. Das Ergebnis ist ein beschwingter, alkoholarmer, fruchtsüßer Wein mit reichhaltigem Fruchtbukett, dominiert von reifen Äpfeln. Dementsprechend passt er sehr gut zu Obstsalat, Apfelkuchen, Tarte Tatin, Bratäpfeln... Herkunftsland: Frankreich. Enthält Sulfite. Alkoholgehalt: 6,5%Vol. Verantwortlicher Lebensmittelunternehmer: Georges & Roger Antech | Domaine de Flaissan | Route de Carcassonne | F-11300 Limoux Antech Limoux: WTF is Champagne? "
74,2021 Teanum VENTO Bianco Falanghina & Chardonnay,Cantina Teanum,Italien,Apulien,Weißwein,2021,"Chardonnay, Falanghina",,,trocken,,,,,,,"Fisch, Meeresfrüchte, Helles Fleisch, Geflügel, Vorspeise",,,,,,,,,,,,2,"Teanum erweitert die VENTO-Linie: nach dem Rosso nun der Bianco! Aus 60% Falanghina und 40% Chardonnay wird dieser wundervolle Weißwein gekeltert. Falanghina ist eine sehr alte Rebsorte; möglicherweise haben wir es hier mit dem klassischen Falerner, dem beliebtesten Weißwein im antiken Rom, zu tun. Der Vento Bianco ist strohfarben, mit feinen floralen Aromen und einem Bukett von Pfirsich, Quitte und Tropenfrüchten. Damit gibt er einen hervorragenden Terrassenwein ab und passt gut zu Vorspeisen, zum Beispiel Schinken mit Melone oder gemischtem Aufschnitt, leichten, vielleicht asiatisch angehauchten Fischgerichten und Pasta mit hellen Saucen. "
75,2020 Kassner-Simon Weißer Burgunder Q.b.A. trocken,,Deutschland,Pfalz,Weißwein,,Pinot Blanc / Weißburgunder,,,,,,,,,,,,,,,,,,,,,,2,"Die feine Interpretation von Pinot Blanc An der Mosel, in Rheinhessen und in Baden ist der Weiße Burgunder hauptsächlich als die kräftigere Variante des allgegenwärtigen Grauburgunders bekannt. Bei Kassner-Simon nimmt die Rebsorte den Platz der feinnervigen, besonderen Alternative ein. Schlank, elegant und hellfruchtig, dazu intensiv ohne jegliche Wucht ist dieser wundervolle Wein ein gelungenes Statement für jede Gelegenheit! "
76,2020 Kassner-Simon Merlot Blanc de Noir Q.b.A. trocken,,Deutschland,Pfalz,"Roséwein, Weißwein",,Merlot,,,,,,,,,,,,,,,,,,,,,,2,"Noch eine schöne Idee abseits von Riesling, Rivaner & Co.: feiner Blanc de Noir vom Merlot! Auch wenn wir die Rebsorte hauptsächlich mit Rotwein verbinden, hat ein weiß (oder ""grau"") gekelterter Merlot durchaus seinen eigenen Reiz, verbindet er doch die tanninarme Frische eines Weißweins mit den subtilen, komplexen Frucht- und Gewürzaromen einer rotschaligen Rebsorte. Perfekt als Aperitiv und zu Salaten. Im Sommer ein schöner Terrassenwein, der gern zu Tapas oder Gazpacho weiter getrunken werden darf. "
77,2020 Kassner-Simon Grauburgunder Q.b.A. trocken,,Deutschland,Pfalz,Weißwein,,Pinot Gris / Grauburgunder,,,,,,,,,,,,,,,,,,,,,,2,"Ein absoluter Weißwein-Klassiker, hier in der Pfälzer Version von Kassner-Simon! Die allgemeine Beliebtheit des Pinot Gris drückt sich, je nach Herkunftsregion, vor allem in der großen Verschiedenheit seiner möglichen Erscheinungsformen aus: Restsüß, extraktreich und haltbar aus dem Elsass, (leider) meist recht neutral aus dem Veneto, als Vin gris, teilweise mit langer Maischung wie beim Rowein, aus dem Friaul oder eben aus der Pfalz: Elegant, feinfruchtig, aromatisch, duftig und mit milder Säure. Ein schöner Weißwein für jede Gelegenheit - leicht im Stil, aber keinesfalls langweilig. "
78,2020 Kassner-Simon Auxerrois Q.b.A. trocken,,Deutschland,Pfalz,Weißwein,,Pinot Auxerrois,,,,,,,,,,,,,,,,,,,,,,2,"Im Elsass und an der Obermosel wohlbekannt - in der Pfalz eine Rarität: Pinot Auxerrois! In der Tat: In Luxemburg, der daran angrenzenden Obermosel, an der unteren Saar und auch im Elsass wird der (Pinot) Auxerrois gern gekeltert, vor allem für Crémants und andere Schaumweine. Über diesen Weg gelangte die Rebsorte auch zu Kassner-Simon, ist das Haus doch berühmt für feine, handgerüttelte Winzersekte. Der Auxerrois ist dem Weißburgunder sehr ähnlich in Aromatik, Fruchtbetontheit und Vollmudigkeit, reift jedoch etwas früher und ist im Stil noch etwas reichhaltiger im Bukett, dafür säureärmer. Ich finde, eine schöne Alternative zu Weiß- oder Grauburgunder, die dennoch dem Stil der Rebsortenfamilie verpflichtet bleibt! "
79,2020 Kassner-Simon Riesling Q.b.A. trocken,,Deutschland,Pfalz,Weißwein,,Riesling,,,,,,,,,,,,,,,,,,,,,,2,"Der Riesling von den Kassner-Simon aus Freinsheim ist ein echter Geheimtipp!  Duftig in der Nase, weinfruchtig, leicht, fein mineralisch und säurearm am Gaumen: Den Simons ist mit diesem spontanvergorenen Gutsriesling ein idealer Begleiter für die warmen Tage gelungen. Viel Terroir und Trinkspaß zum fairen Preis! "
80,2020 Weingut Hain Piesporter Riesling Q.b.A. feinherb,Weingut Hain,Deutschland,Mosel,Weißwein,2019,Riesling,,,feinherb,,,,,,,"Helles Fleisch, Geflügel, Schimmelkäse, Vorspeise, Weichkäse",,,,,,,,,,,,2,"Der Einstieg in Gernot Hains faszinierende Welt des Rieslings: ein blitzsauberer, schnörkelloser Tropfen! Quasi als Ouvertüre zu den großartigen Prädikatsweinen präsentieren sich die Q.b.A.-Rieslinge: Weine, die allesamt auch als Kabinette überzeugen könnten. Sie zeigen mit ihrer ausgeprägten Frucht und der leicht herben Finesse, welche die ausbalancierte Säure und der Schieferboden der Mittelmosel dem Wein verleihen, beispielhaft den Stil des Hauses Hain. Die trockenen Weine zeichnen sich durch Kraft und Mineralität aus, gepaart mit deutlicher Riesling-Frucht. Die feinherbe Variante erweitert das Spiel von Mineralität, Frucht und feiner Säure noch durch ihre moderate Restsüße. Beide Varianten gewinnen nach ein bis zwei Jahren an Reife und Ausgeglichenheit, lassen sich aber auch jung trinken. Der besondere Genuss besteht dann in der saftig-fleischigen Frische des erst vor kurzer Zeit abgefüllten Weins. Alle Piesporter Rieslinge werden mit Schraubverschluss ausgeliefert. Diese Maßnahme verhindert Korkschäden und schont den Naturstoff Kork. "
81,2020 Weingut Hain Chardonnay Q.b.A. trocken,Weingut Hain,Deutschland,Mosel,Weißwein,2019,Chardonnay,,,trocken,,,,,,,"Fisch, Meeresfrüchte, Sushi, Vegetarisch, Vorspeise",,,,,,,,,,,,2,"Das Ergebnis des Joint Ventures zwischen divino Weinhandel und Gernot Hain spricht für sich: allerfeinster Chardonnay von der Mosel!  Nur 1000 Quadratmeter groß ist der Weingarten im Piesporter Treppchen - aber durch seinen Sedimentboden perfekt geeignet für Weine aus der Burgunderfamlie, zu der der Chardonnay zählt. 2008 wurden die Rebstöcke gesetzt; 2011 gab es bereits die erste, viel versprechende Probekelterung. Nur 25% der Marge habe im Barrique überwintert, was dem Chardonnay statt toastiger, holziger oder karamelliger Schwere eine feine, hintergründige Abrundung verleiht. Auf diesen hervorragenden Wein, den Gernot Hain und ich als gemeinsames Projekt aufgelegt haben, sind wir besonders stolz! "
82,2020 Weingut Hain Piesporter Goldtröpfchen Riesling Kabinett trocken,Weingut Hain,Deutschland,Mosel,Weißwein,2015,Riesling,,,trocken,,,,,,,"Fisch, Meeresfrüchte, Helles Fleisch, Geflügel, Sushi",,,,,,,,,,,,2,"Die Kabinette von Gernot Hain sind Paradebeispiele für modernen Riesling: frisch, mineralisch, ausgewogen und mit viel Individualität! Die Weine von der Spitzenlage Piesporter Goldtröpfchen nehmen, gemäß ihrer Einordnung als Prädikatsweine zwischen den soliden Qualitätsweinen und den feinen Spät- bzw. Auslesen, die zentrale Position im Sortiment des Weinguts ein - dementsprechend repräsentieren sie in geradezu idealer Weise den Stil des Hauses. Die trockene Variante zeigt große Eleganz durch die schöne Balance zwischen gut eingebundener Säure und ausdrucksvoller Riesling-Frucht. Diese Eigenschaft besitzen die feinherben Kabinette in noch stärkerem Maße: sie begeistern durch ein faszinierendes Wechselspiel von Säure, Frucht, Mineralität und maßvoller Restsüße. Alle Kabinette kommen trinkreif in den Verkauf, halten sich jedoch weitere drei bis vier Jahre. Durch die Alterung in der Flasche wird die fast perlende Frische einer immer feiner und nuancierter komponierten Komplexität weichen, ein Effekt, der sonst nur bei höherwertigen Prädikatsweinen auftritt. Gernot Hain sagt übrigens zum Thema Prädikate: 'Das Mostgewicht würde auch für eine Einstufung als Spätlese reichen, aber vom Charakter her sind die Weine eben perfekte Kabinette'. Wir sagen: das ist Understatement als Philosophie! "
83,2021 Cantina di Venosa Verbo Bianco Malvasia I.G.P. Basilicata,,Italien,Basilikata,Weißwein,,Malvasia,,,,,,,,,,,,,,,,,,,,,,2,"Verbo: Venosa-Vino vom vulkanischen Vulture! ""Verbo"" - das (Sprich-)Wort: Mit dieser Namensgebung erinnert die Cantina di Venosa an den römischen Dichter Horaz, berühmtester Sohn der antiken lukanischen Stadt Venusia an der Via Appia. Die Cantina di Venosa ist eine der kleinsten Winzergenossenschaftens Italiens. Der Weinbau im Norden der süditalienischen Region Basilikata erfolgt auf ca. 200-800 (!) Metern Höhe rund um den erloschenen Vulkan Vulture. Der Wein selbst wird aus der alten weißen Rebsorte Malvasia gekeltert, die, wie zum Beispiel auch Moscato, Sauvignon, Verdejo oder auch Riesling, zu den aromatischen Varietäten gehört. Das von Hand in den frühen Morgenstunden Mitte September gelesene Rebgut wird sofort in der Cantina weiterverarbeitet, um die Frische und Klarheit des Weines zu erhalten. Im Glas strohgelb, betört der Wein sofort mit einem abwechslugsreichen, intensiven Bouquet nach hellen Steinfrüchten, gepaart mit floralen Noten und ein wenig Mandel. Am Gaumen ist er überraschend vollmundig und intensiv, ohne an Frische und Eleganz zu verlieren. Top! "
84,2020 Nicolas Duffour Le Galopin de Gascogne Blanc I.G.P.,,Frankreich,Gascogne,Weißwein,,"Colombard, Gros-Manseng",,,,,,,,,,,,,,,,,,,,,,2,"Neu bei divino: Die drei Schlingel aus der Gascogne ""Le Galopin"", zu Deutsch ""Der Schlingel"": Das ist der Name der drei neuen divino Weine in weiß, rosé und rot von Nicolas Duffour aus dem Gers in der Gascogne. Die Landschaft befindet sich am nördlchen Pyrenäenrand und bietet ein einmaliges Terroir, liegt sie doch nicht nur im Klimakorridor zwischen Atlantik und Mittelmeer, sondern stellt für den Weinbau auch verschiedene Lehm- und Kalkböden in mehreren Höhenstufen zur Verfügung. Der Galopin Blanc ist seit 1982 das Zugpferd im Sortiment von Nicolas Duffour. Dieser Wein beinhaltet mit einer Cuvée aus je 50% Gros-Manseng und Colombard gewissermaßen die Quintessenz gascognischen Weinbaus. Davon abgesehen können Sie sich über einen frisch-fruchtig-duftigen, fröhlich und unverbindlich aufgelegten Weißwein mit maßvolem (11,5%) Alkoholgehalt freuen, der wirklich zu jeder Gelegenheit passt! "
85,2020 Nicolas Duffour Les Aubas Sauvignon Blanc & Gros-Manseng Medium I.G.P. Côtes de Gascogne,,Frankreich,Gascogne,Weißwein,,"Gros-Manseng, Sauvignon Blanc",,,,,,,,,,,,,,,,,,,,,,2,"Neu bei divino: Tropifrutti aus der Gascogne Nicolas Duffour keltert nicht nur einen wundervollen, reinsortigen Weißwein aus der autochthonen Varietät Gros Manseng, sondern bietet auch überzeugende Cuvées mit anderen Rebsorten an. Das Gers, wo die Weine von Duffour angebaut werden, liegt in der südlichen Gascogne am Pyrenäenrand. Die Landschaft bietet ein einmaliges Terroir, liegt sie doch nicht nur im Klimakorridor zwischen Atlantik und Mittelmeer, sondern stellt für den Weinbau auch verschiedene Lehm- und Kalkböden in mehreren Höhenstufen zur Verfügung. Der Les Aubas Medium ist ein Blend aus 70% Sauvignon Blanc und 30% Gros-Manseng. Die leichte, kaum wahrnehmbare Restsüße verhilft dem breit gefächerten Aromenstrauß des intensiven, frischen Buketts erst recht zur Geltung: Zitrusfrüchte, gelbes Steinobst, Ananas, Passionsfrucht - von allem ist etwas dabei. Der Gros-Manseng-Anteil ergänzt die angenehme Mundfülle und rundet den exotischen Auftritt dieses besonderen Weines passend ab. Wein aus Frankreich. Enthält Sulfite. Alkoholgehalt: 12%Vol. Verantwortlicher Lebensmittelunternehmer: Nicolas Duffour | Domaine Saint-Lannes | F-32330 Lagraulet-du-Gers   "
