,best_match_score,__id_left,__id_right,Unnamed: 0,Unnamed: 0.1,wine_name_left,wine_country_left,wine_region_left,wine_year_left,wine_type_left,wine_price_left,wine_url,wine_thumb_left,wine_description,wine_seller,taste_id,wine_id,wine_name_right,wine_winery,wine_alcohol,wine_type_right,wine_year_right,wine_country_right,wine_region_right,wine_price_right,wine_structure,wine_tastes,wine_rating,wine_thumb_right
51501,0.25446780396688445,745_left,229_right,830,830,"Domaine de la Ville Rouge Crozes Hermitage ""Terre d'Eclat""",Frankreich,Rhône,2016.0,red,17.9,https://www.wein-direktimport.de/weine/frankreich/noerdliche-rhone/domaine-de-ville-rouge/1850/2016-crozes-hermitage-terre-d-eclat?c=657,https://www.wein-direktimport.de/media/image/41/97/db/Ville-Rouge-Terre-d-Eclat-2016-VORNE_200x300.jpg," Joe Czerwinski, wine advocate, Dezember 2018:  „The 2016 Crozes Hermitage Terre d'Eclat is one of the few Crozes that looks to have turned out better in 2016 than 2017. Rose petals, subtle lavender potpourri notes and cracked pepper appear on the nose of this full-bodied, plush, creamy-textured beauty. It delivers plenty of cherry fruit, accented by spice, both of which linger on the long, open-knit finish.“",1,,1161059,Delas Le Clos Rouge Crozes-Hermitage,Delas,13.0,red,2014,Frankreich,Crozes-Hermitage,58.4,"{'acidity': 0.564305125, 'fizziness': 0, 'intensity': 0.7098493, 'sweetness': 0.180852925, 'tannin': 0.62900365}","{'black_fruit': 0.8387096774193549, 'citrus_fruit': 0.06451612903225806, 'dried_fruit': 0.08064516129032258, 'earth': 1.0, 'floral': 0.03225806451612903, 'microbio': 0.016129032258064516, 'non_oak': 0.08064516129032258, 'oak': 0.7741935483870968, 'red_fruit': 0.3548387096774194, 'spices': 0.5, 'tree_fruit': 0.03225806451612903, 'tropical_fruit': 0, 'vegetal': 0.06451612903225806}",4.1,//images.vivino.com/thumbs/ejHD2l2sRIKKtGIqDmgMxg_pl_480x640.png
19685,0.25446780396688445,261_left,229_right,290,290,"Domaine de la Ville Rouge Crozes Hermitage ""Terre d'Eclat""",Frankreich,Rhône,2016.0,red,17.9,https://www.wein-direktimport.de/weine/frankreich/noerdliche-rhone/domaine-de-ville-rouge/1850/2016-crozes-hermitage-terre-d-eclat?c=362,https://www.wein-direktimport.de/media/image/41/97/db/Ville-Rouge-Terre-d-Eclat-2016-VORNE_200x300.jpg," Joe Czerwinski, wine advocate, Dezember 2018:  „The 2016 Crozes Hermitage Terre d'Eclat is one of the few Crozes that looks to have turned out better in 2016 than 2017. Rose petals, subtle lavender potpourri notes and cracked pepper appear on the nose of this full-bodied, plush, creamy-textured beauty. It delivers plenty of cherry fruit, accented by spice, both of which linger on the long, open-knit finish.“",1,,1161059,Delas Le Clos Rouge Crozes-Hermitage,Delas,13.0,red,2014,Frankreich,Crozes-Hermitage,58.4,"{'acidity': 0.564305125, 'fizziness': 0, 'intensity': 0.7098493, 'sweetness': 0.180852925, 'tannin': 0.62900365}","{'black_fruit': 0.8387096774193549, 'citrus_fruit': 0.06451612903225806, 'dried_fruit': 0.08064516129032258, 'earth': 1.0, 'floral': 0.03225806451612903, 'microbio': 0.016129032258064516, 'non_oak': 0.08064516129032258, 'oak': 0.7741935483870968, 'red_fruit': 0.3548387096774194, 'spices': 0.5, 'tree_fruit': 0.03225806451612903, 'tropical_fruit': 0, 'vegetal': 0.06451612903225806}",4.1,//images.vivino.com/thumbs/ejHD2l2sRIKKtGIqDmgMxg_pl_480x640.png
71316,0.25406357799060675,899_left,273_right,1025,84,Château Puyanché Francs Côtes de Bordeaux A.C. Blanc Sec,Frankreich,Bordeaux,2020.0,white,10.5,https://www.divino.de/wein/weisswein/2019-chateau-puyanche-francs-cotes-de-bordeaux-blanc-sec,https://www.divino.de/media/image/thumbnail/puyanche_blanc_1500_150x240.png,"Neu bei divino: Château Puyanché Blanc Sec aus Francs! Francs ist eine kleinere Bordeaux-Apellationen östlich von Libourne. Traditionell wird hier im Merlot-dominierten Stil, ähnlich wie in den benachbarten Pomerol, Sain-Émilion und Montagne, gearbeitet. Bernadette und Joseph Arbo, Eltern von Dorian Arbo (Château Arbo) keltern auf ihren beiden Liegenschaften (die Châteaux Puyanché und Godard Bellevue), fünf verschiedene Rotweine, dazu einen Weißwein und einen Rosé. Der 2020er Château Puyanché Blanc Sec ist ein von 40 bis 50 Jahre alten Rebstöcken gelesener Bordeaux aus 75% Sauuvignon Blanc und 25% Sémillon. Gärung und danach 12 Monate Ausbau erfolgen in Barriques, davon 30% neu. Das ausgeprägte, reichhaltige Bukett des Weines zeigt von frischer Limette und Apfel über gelbe Steinfrüchte bis hin zu kandierter Zitrone den gesamten Strauß heller Frucht, mit dem samtigen, leichten Barriqueton fein ausbalanciert. Am Gaumen überrascht die ausgeprägte, fast salzige Mineralität, die von honigartiger, dennoch trockener Mundfülle umrahmt wird. Der Wein darf gern noch ein, zwei Jahre auf der Flasche liegen und wird die Geduld mit noch mehr cremiger, ausgewogener Textur belohnen. Der reichhaltige Stil macht den guten Tropfen zum Ganzjahresweißwein.Überigens: wer den Château Puyanché nicht allzutief einkühlt (10°C sind optimal) und mindestens zwei Stunden vor dem Genuss öffnet, wird mit einer besonders komplexen Nase und mehr Mundfülle belohnt.  ",2,,1173607,Château Guiraud Le G de Guiraud Bordeaux Blanc Sec,Château Guiraud,14.0,white,2019,Frankreich,Bordeaux,18.65,"{'acidity': 0.47873092500000003, 'fizziness': 0, 'intensity': 0.72048325, 'sweetness': 0.21966835, 'tannin': 0}","{'black_fruit': 0.032357473035439135, 'citrus_fruit': 0.9429892141756548, 'dried_fruit': 0.015408320493066256, 'earth': 0.5084745762711864, 'floral': 0.09090909090909091, 'microbio': 0.14791987673343607, 'non_oak': 0.09553158705701079, 'oak': 0.5315870570107858, 'red_fruit': 0.007704160246533128, 'spices': 0.07395993836671803, 'tree_fruit': 1.0, 'tropical_fruit': 0.3852080123266564, 'vegetal': 0.3312788906009245}",3.9,//images.vivino.com/thumbs/GuX6Pm7HTo275wUp8JGKdA_pl_480x640.png
32332,0.2518612750050793,478_left,2394_right,521,521,Weingut Dönnhoff Weißburgunder & Grauburgunder trocken „Doppelstück“,Deutschland,Nahe,2020.0,white,17.5,https://www.wein-direktimport.de/weine/deutschland/nahe/weingut-doennhoff/3940/2020-weissburgunder-grauburgunder-trocken-doppelstueck?c=559,https://www.wein-direktimport.de/media/image/55/df/5d/Doppelst-ck-ZIP_200x300.jpg," Stephan Reinhardt, Wine Advocate, September 2021: „From the Oberhäuser Felsenberg (porphyry, melaphyre), the 2020 Weissburgunder & Grauburgunder Doppelstück is blended with the grapes that are picked and pressed together. The bouquet is beautifully aromatic, fresh and coolish on the elegant and flinty nose. Pure and salty on the palate, this is a dense, quite complex and persistently salty and mineral cuvée with a tensioned and persistent finish. Impressive! 12.5% alcohol. Tasted at the domain in July 2021.“",1,,3326638,Weingut Metzger Grauburgunder Trocken,Weingut Metzger,12.0,white,2020,Deutschland,Pfalz,8.25,"{'acidity': 0.5333318, 'fizziness': 0, 'intensity': 0.39989090000000005, 'sweetness': 0.30523180000000005, 'tannin': 0}","{'black_fruit': 0, 'citrus_fruit': 0.3333333333333333, 'dried_fruit': 0, 'earth': 0.13333333333333333, 'floral': 0, 'microbio': 0, 'non_oak': 0, 'oak': 0, 'red_fruit': 0, 'spices': 0, 'tree_fruit': 1.0, 'tropical_fruit': 0.26666666666666666, 'vegetal': 0.06666666666666667}",4.1,//images.vivino.com/thumbs/GcahXFUnRqyKmVbkU1BpgQ_pl_480x640.png
37702,0.2515488176853506,575_left,10607_right,636,636,Bessin - Tremblay (Domaine Bessin) Chablis 1er Cru 'La Forêt',Frankreich,Bourgogne,2018.0,white,29.9,https://www.wein-direktimport.de/weine/frankreich/bourgogne/chablis/bessin-tremblay-domaine-bessin/3071/2018-chablis-1er-cru-la-foret?c=559,https://www.wein-direktimport.de/media/image/7e/0b/f7/Foret_200x300.jpg," Bereits die Nase beim 2018 1er Cru La Forêt ist großartig. Sie wirkt etwas molliger als beim Montmains, obwohl die Frucht noch sehr verschlossen ist. Aromen von Grapefruit, Mirabellen, Zitrone, grünem Apfel, Süßmandel, frischen Kräutern, etwas Rauch. Über allem die klare, feine, an Austern erinnernde Mineralik. Braucht viel Luft. Am Gaumen verhaltene Attacke, salzige Mineralik, gefolgt von frischer, perfekt eingebetteter Säure, süßer Fruchtkern, feine Phenolik, später Aromen von Grapefruit, Ananas, wieder etwas Rauch, dezent buttrig.Ein großartiger, filigraner, anregender und sehr komplexer Chablis. Präzise, pure Eleganz, tolle Länge trotz jugendlicher Struktur. Unbedingt noch zwei, besser drei Jahre reifen lassen.",1,,4199868,Domaine Vincent Tremblay Chablis 1er Cru 'Fourchaume',Domaine Vincent Tremblay,0.0,white,,France,Chablis 1er Cru 'Fourchaume',0.0,"{'acidity': 0.731499975, 'fizziness': 0, 'intensity': 0.55850005, 'sweetness': 0.156000025, 'tannin': 0}","{'black_fruit': 0, 'citrus_fruit': 0.5, 'dried_fruit': 0, 'earth': 0.5, 'floral': 0, 'microbio': 0, 'non_oak': 0, 'oak': 0, 'red_fruit': 0, 'spices': 0, 'tree_fruit': 1.0, 'tropical_fruit': 0, 'vegetal': 0}",3.8,//images.vivino.com/labels/LYiAM77zRmya8vFnEGCSEQ.jpg
28123,0.2515488176853506,408_left,10607_right,450,450,Bessin - Tremblay (Domaine Bessin) Chablis 1er Cru 'La Forêt',Frankreich,Bourgogne,2019.0,white,31.0,https://www.wein-direktimport.de/weine/frankreich/bourgogne/chablis/bessin-tremblay-domaine-bessin/3990/2019-chablis-1er-cru-la-foret?c=559,https://www.wein-direktimport.de/media/image/7b/b7/49/2019-La-Foret-1er-ZIP_200x300.jpg," Bereits die Nase beim 2019 1er Cru La Forêt ist großartig. Sie wirkt etwas molliger als beim Montmains, obwohl die Frucht noch sehr verschlossen ist. Aromen von Grapefruit, Mirabellen, Zitrone, grünem Apfel, Süßmandel, frischen Kräutern, etwas Rauch. Über allem die klare, feine, an Austern erinnernde Mineralik. Braucht viel Luft.Am Gaumen verhaltene Attacke, salzige Mineralik, gefolgt von frischer, perfekt eingebetteter Säure, süßer Fruchtkern, feine Phenolik, später Aromen von Grapefruit, Ananas, wieder etwas Rauch, dezent buttrig.Das ist ein großartiger, filigraner, anregender und sehr komplexer Chablis. Präzise, pure Eleganz, tolle Länge trotz jugendlicher Struktur. Unbedingt noch zwei, besser drei Jahre reifen lassen.",1,,4199868,Domaine Vincent Tremblay Chablis 1er Cru 'Fourchaume',Domaine Vincent Tremblay,0.0,white,,France,Chablis 1er Cru 'Fourchaume',0.0,"{'acidity': 0.731499975, 'fizziness': 0, 'intensity': 0.55850005, 'sweetness': 0.156000025, 'tannin': 0}","{'black_fruit': 0, 'citrus_fruit': 0.5, 'dried_fruit': 0, 'earth': 0.5, 'floral': 0, 'microbio': 0, 'non_oak': 0, 'oak': 0, 'red_fruit': 0, 'spices': 0, 'tree_fruit': 1.0, 'tropical_fruit': 0, 'vegetal': 0}",3.8,//images.vivino.com/labels/LYiAM77zRmya8vFnEGCSEQ.jpg
58248,0.25055748904402353,819_left,9755_right,929,929,Champagne Billecart Salmon Champagne Rosé Brut,Frankreich,Champagne,,sparkling,59.5,https://www.wein-direktimport.de/weine/frankreich/champagne/champagne-billecart-salmon/399/champagne-rose-brut?c=364,https://www.wein-direktimport.de/media/image/fd/0a/1b/11010105_200x300.jpg," Im Glas glänzt der Brut Rosé in vornehmem Blassrosa, geschmückt mit goldenen Reflexen. Während feine Bläschen unaufhörlich emporsteigen und ein festes Schaumkrönchen bilden, sammeln sich in der Nase subtile Aromen von roten Beeren und Zitrusfrüchten. Am Gaumen folgt ein klarer, eleganter Auftritt mit feinen Himbeeraromen und lebendiger Frische.  William Kelley, Wine Advocate, September 2020: „Based on the 2016 vintage, the new NV Brut Rosé from Billarcart-Salmon has turned out nicely, mingling notes of red berries and plums with notions of peach, dried flowers and orange rind. Medium to full-bodied, pillowy and elegant, it's bright and charming, with a generous core of fruit, racy acids and a pinpoint mousse. Giving and demonstrative, it's already drinking well.“",1,,6678,Pommery Brut Rosé Champagne,Pommery,12.5,sparkling,N.V.,Frankreich,Schaumwein,38.78,"{'acidity': 0.74816725, 'fizziness': 0.7747781250000001, 'intensity': 0.6375202, 'sweetness': 0, 'tannin': 0}","{'black_fruit': 0.03, 'citrus_fruit': 0.31, 'dried_fruit': 0.01, 'earth': 0.19, 'floral': 0.02, 'microbio': 0.3, 'non_oak': 0.39, 'oak': 0.14, 'red_fruit': 1.0, 'spices': 0.02, 'tree_fruit': 0.34, 'tropical_fruit': 0.03, 'vegetal': 0.04}",3.9,//images.vivino.com/thumbs/1gnYkCmUTl6GUAv-tx0uMg_pl_480x640.png
12017,0.24985670120572578,165_left,921_right,178,178,Azienda Agricola Petra Belvento Sireno Toscana IGT,Italien,Maremma,2018.0,red,10.9,https://www.wein-direktimport.de/weine/italien/toskana/cantina-petra/4518/2018-belvento-sireno-toscana-igt?c=362,https://www.wein-direktimport.de/media/image/60/25/b9/Sireno-Zip_200x300.jpg," Der 2018 Belvento Sireno ist ein herrlicher Gaumenschmeichler. Bereits das intensive Rubinrot macht Appetit, in der Nase hat der Wein intensive und würzige Aromen von roten Waldbeeren, Sauerkirschen, Thymian, etwas Rosmarin, Veilchen und grünem Pfeffer.Am Gaumen ist der Wein sehr saftig, fruchtig und verführt mit seiner feinen seidigen Struktur. Die Gerbstoffe sind samtig, reif und sehr gut in die ausgeprägte Frucht eingebettet. Der Abgang ist lang und anhaltend.",1,,4253850,Petra Belvento Sireno Toscana (I Vini del Mare),Petra,13.5,red,2018,Italien,Toscana,10.9,"{'acidity': 0.50057595, 'fizziness': 0, 'intensity': 0.5447927, 'sweetness': 0.1498451, 'tannin': 0.435521425}","{'black_fruit': 1.0, 'citrus_fruit': 0, 'dried_fruit': 0.09523809523809523, 'earth': 0.7619047619047619, 'floral': 0.07142857142857142, 'microbio': 0.023809523809523808, 'non_oak': 0.047619047619047616, 'oak': 0.30952380952380953, 'red_fruit': 0.6190476190476191, 'spices': 0.047619047619047616, 'tree_fruit': 0.023809523809523808, 'tropical_fruit': 0, 'vegetal': 0.0}",3.7,//images.vivino.com/thumbs/jrkNem8dRjeUS_Ms9lUYuA_pl_480x640.png
92649,0.24741233771217386,1123_left,11017_right,1250,172,LA ZERBETTA Arneis,Italien,,2020.0,white,7.85,https://www.jacques.de/weine/16074/2020-la-zerbetta-arneis/?cPath=1_32,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/16074_0.jpg,"


Arneis gilt als Weißwein-König des Piemonts. Zu Recht, wie der La Zerbetta von Roberto Sarotto beweist! Die zartgelbe Farbe lässt noch nicht erahnen, dass es hier aristokratisch zugeht. Doch beim wunderbaren Duft nach roten Birnen, reifer Ananas, hellen Früchten und gelben Blüten geht dem Weißwein-Fan das Herz auf, das dann am Gaumen mit dem stoffigen, pikanten, gehaltvollen und saftigen Geschmack vor Freude nochmals etwas schneller schlägt. Probieren Sie Roberto Sarottos kleines Meisterwerk zu einem Fenchel-Risotto, kräftigen Salaten oder Fisch vom Grill. 
",3,,2353946,Roberto Sarotto La Zerbetta Langhe Arneis,Roberto Sarotto,0.0,white,,Italy,Langhe,0.0,"{'acidity': 0.49624999999999997, 'fizziness': 0, 'intensity': 0.6572258, 'sweetness': 0.26340352499999997, 'tannin': 0}","{'black_fruit': 0, 'citrus_fruit': 0.4230769230769231, 'dried_fruit': 0, 'earth': 0.4230769230769231, 'floral': 0, 'microbio': 0.15384615384615385, 'non_oak': 0.15384615384615385, 'oak': 0.07692307692307693, 'red_fruit': 0.07692307692307693, 'spices': 0.11538461538461539, 'tree_fruit': 1.0, 'tropical_fruit': 0.5, 'vegetal': 0.23076923076923078}",3.7,//images.vivino.com/labels/-vQJLeJ5RiiLaW6kmqhF-A.jpg
6079,0.2451354992880542,84_left,10447_right,92,92,"Domaine de Bila Haut Occultum Lapidem ROUGE, Cts. du Roussillon Vill. Latour de France",Frankreich,Roussillon,2018.0,red,15.9,https://www.wein-direktimport.de/weine/frankreich/roussillon/domaine-de-bila-haut/4065/2018-occultum-lapidem-rouge-cts.-du-roussillon-vill.-latour-de-france?c=362,https://www.wein-direktimport.de/media/image/17/e5/57/Occultum-Rot-ZIP_200x300.jpg," Der 2018 Occultum Lapidem hat ein mittleres Rubinrot mit violetten Reflexen In der Nase viel reife Frucht und Aromen von Brombeere, Heidelbeere, Sauerkirsche, ergänzt von präsenter, kühler Mineralik, ein wenig Thymian, Dörrpflaume und einem Hauch Rumtopf.Am Gaumen frisch-herber Auftakt, deutlicher Gerbstoff, jung aber nicht aggressiv, feiner Biß, jugendliche Frucht, feine Raucharomen, dezent Holzwürze, mittlere Dichte, saftige Säure, gute mittlere Länge. Gönnen Sie dem Wein ein Jahr Reifezeit oder dekantieren Sie ihn eine gute Stunde vorher. Joe Czerwinski, Wine Advocate, April 2019: „The 2018 Côtes de Roussillon Villages Latour de France Occultum Lapidem offers hints of grilled meat and oyster sauce, then raspberries, pepper and warmth. Medium to full-bodied, it's ripe but firm, needing another year or so to come around.“",1,,1239193,M. Chapoutier Domaine de Bila-Haut Occultum Lapidem,M. Chapoutier,15.5,red,,France,Côtes du Roussillon Villages 'Latour de France',0.0,"{'acidity': 0.707162675, 'fizziness': 0, 'intensity': 0.73249185, 'sweetness': 0.14112467499999998, 'tannin': 0.62966645}","{'black_fruit': 1.0, 'citrus_fruit': 0.022292993630573247, 'dried_fruit': 0.044585987261146494, 'earth': 0.8901273885350318, 'floral': 0.0589171974522293, 'microbio': 0.06050955414012739, 'non_oak': 0.022292993630573247, 'oak': 0.5111464968152867, 'red_fruit': 0.37738853503184716, 'spices': 0.4251592356687898, 'tree_fruit': 0.02388535031847134, 'tropical_fruit': 0.004777070063694267, 'vegetal': 0.027070063694267517}",3.8,//images.vivino.com/thumbs/e1VAHnAtTLGTIhr6W4aK9A_pl_480x640.png
80135,0.24113967546637247,969_left,10927_right,1096,18,CHÂTEAU BONNET Réserve,Frankreich,,2018.0,red,10.9,https://www.jacques.de/weine/1220/2018-chateau-bonnet-reserve/?cPath=6_23,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/1220_0.jpg,"


Die Weine vom Château Bonnet gehören zu Jacques’ wie der Eiffelturm zu Paris. Seit über 45 Jahren im Sortiment, zeigt sich auch die aktuelle Edition in Bestform: Tiefes, intensives Bordeauxrot macht den Auftakt, dem ein wunderbarer Duft-Akkord aus Schwarzen Johannisbeeren, Brombeeren, Kräutern, Gewürzen und Fassnoten wie Vanille und Tabak folgt. Am Gaumen dominiert noch jugendliche Kraft die Tonart: vollreife Tannine treffen auf profunde Struktur, Frucht und Fass sind im harmonischen Einklang, bevor das Finale nochmals die Stimmen anhebt. Ein ausgesprochen vielversprechender Jahrgang dieses Klassikers, der auch mal für 10 Jahre im Keller verschwinden kann, wenn man denn seiner Verführungskraft zu widerstehen vermag. 
",3,,2067894,Château Bonnet Bordeaux Réserve Blanc,Château Bonnet,0.0,white,,France,Bordeaux,0.0,"{'acidity': 0.43191487500000003, 'fizziness': 0, 'intensity': 0.643989375, 'sweetness': 0.3564362, 'tannin': 0}","{'black_fruit': 0.16666666666666666, 'citrus_fruit': 0.3333333333333333, 'dried_fruit': 0, 'earth': 0.6666666666666666, 'floral': 0.16666666666666666, 'microbio': 0.16666666666666666, 'non_oak': 0, 'oak': 1.0, 'red_fruit': 0, 'spices': 0, 'tree_fruit': 0.75, 'tropical_fruit': 0.5833333333333334, 'vegetal': 0.5}",3.7,//images.vivino.com/labels/fJMeZF0NTu6qeAloV42VWg.jpg
95476,0.23918012625638402,1167_left,5881_right,1294,216,GEIL Riesling Rosengarten,Deutschland,,2020.0,white,18.5,https://www.jacques.de/weine/16100/2020-geil-riesling-rosengarten/?cPath=1_12,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/16100_0.jpg,"


Es ist die Königsdisziplin eines jeden Winzers: Die Charakteristik seiner besten Lagen auszuarbeiten und damit dem Wein einen einzigartigen Stil zu verleihen. Beim Rosengarten gelang dies nur mit jeder Menge Handarbeit, wurden doch nur hochreife goldgelbe Riesling-Trauben von alten Rebstöcken einzeln handselektiert. Das Ergebnis ist ein herrlich funkelnder, würzig-kräftiger Wein, dessen vielfältiges Bouquet mit reifem Pfirsich, Aprikosen, Kräutern, Akazienhonig und leichter Mineralität, ebenso beeindruckt wie die dichte, komplexe und spannungsgeladene Struktur und der tiefe, unglaublich lange Nachhall. Rheinhessen-Riesling at its best. 
",3,,1264699,Weingut Geil Riesling Trocken,Weingut Geil,12.5,white,2020,Deutschland,Rheinhessen,7.99,"{'acidity': 0.894647, 'fizziness': 0, 'intensity': 0.47051, 'sweetness': 0.14815452499999998, 'tannin': 0}","{'black_fruit': 0, 'citrus_fruit': 0.75, 'dried_fruit': 0.025, 'earth': 0.5375, 'floral': 0.1, 'microbio': 0.0625, 'non_oak': 0.0125, 'oak': 0.0375, 'red_fruit': 0.0125, 'spices': 0.025, 'tree_fruit': 1.0, 'tropical_fruit': 0.25, 'vegetal': 0.1375}",3.6,//images.vivino.com/thumbs/KtXt28TiQyykiJ5nxFCxOQ_pl_480x640.png
21342,0.23600083816810427,286_left,950_right,315,315,Château Rol-Valentin Château Rol Valentin Grand Cru Classé Magnum,Frankreich,Bordeaux,2005.0,red,158.0,https://www.wein-direktimport.de/weine/frankreich/bordeaux-saint-emilion-grand-cru-classe/chateau-rol-valentin/1353/2005-chateau-rol-valentin-grand-cru-classe-magnum?c=362,https://www.wein-direktimport.de/media/image/40/2b/1a/Rol-Valentin-2005_200x300.jpg,,1,,13689,Château Giscours Château Giscours (Grand Cru Classé),Château Giscours,13.0,red,2005,Frankreich,Margaux,84.5,"{'acidity': 0.7934565, 'fizziness': 0, 'intensity': 0.699718725, 'sweetness': 0.14629045000000002, 'tannin': 0.70828885}","{'black_fruit': 0.8910485933503837, 'citrus_fruit': 0.01381074168797954, 'dried_fruit': 0.05473145780051151, 'earth': 0.7278772378516624, 'floral': 0.08030690537084399, 'microbio': 0.04552429667519182, 'non_oak': 0.031202046035805626, 'oak': 1.0, 'red_fruit': 0.3063938618925831, 'spices': 0.2485933503836317, 'tree_fruit': 0.008184143222506393, 'tropical_fruit': 0.0025575447570332483, 'vegetal': 0.03324808184143223}",4.4,//images.vivino.com/thumbs/fp0xBmQ5SyeFj1ySZU8AlQ_pl_480x640.png
87703,0.23496264900268432,1057_left,11145_right,1184,106,VIÑA BOLANTA,Spanien,,2020.0,red,5.95,https://www.jacques.de/weine/17882/2020-vina-bolanta/?cPath=6_13,https://d3r736iq305k8w.cloudfront.net/product_images/popup_images/17882_0.jpg,"


Ein wahrlich seelenvoller Wein, der mit leuchtendem Rubinrot ins Glas fließt. Das charmante Bouquet zeigt jede Menge Frucht (Heidelbeeren, Süßkirschen, Himbeeren) und mediterrane Kräuter (Thymian, Lorbeer) die dem Duft eine angenehme Frische geben. Am Gaumen kräftig, würzige Tannine und gut eingebundene Weinsäure zeigend. Das Finale noch ganz von der Fruchtdichte eines jungen Weins geprägt, was ihm ausgesprochen gut steht. Sehr gut zu Pizza, Pasta und Tortilla.
",3,,8097450,Viña Bolanta Tempranillo - Garnacha,Viña Bolanta,0.0,red,,Spain,Vino de España,0.0,"{'acidity': 0.523496875, 'fizziness': 0, 'intensity': 0.60172475, 'sweetness': 0.29867089999999996, 'tannin': 0.43727845}","{'black_fruit': 0.5, 'citrus_fruit': 0, 'dried_fruit': 0, 'earth': 0.5, 'floral': 0, 'microbio': 0, 'non_oak': 0.0, 'oak': 1.0, 'red_fruit': 0.5, 'spices': 1.0, 'tree_fruit': 0, 'tropical_fruit': 0, 'vegetal': 0}",3.6,//images.vivino.com/labels/6JjU0DV-TtimGT2gRdhg6w.jpg
20362,0.23471689057157447,272_left,5408_right,301,301,Massolino Barolo DOCG Margheria,Italien,Piemont,2013.0,red,53.0,https://www.wein-direktimport.de/weine/italien/piemont/massolino/1604/2013-barolo-docg-margheria?c=362,https://www.wein-direktimport.de/media/image/25/ef/df/Margheria-2013_200x300.jpg," Wine Enthusiast, August 2017: “Forest berry, new leather, camphor and crushed herb aromas lead into the radiant structured palate along with cherry, cranberry, clove and white pepper. This is still tightly knit with a youthfully tannic core but it’s on track to bloom into a stunner. Drink 2028–2043.” - K.O",1,,79970,Massolino Barolo,Massolino,13.5,red,2017,Italien,Barolo,29.95,"{'acidity': 0.900159825, 'fizziness': 0, 'intensity': 0.69779415, 'sweetness': 0.12160047499999999, 'tannin': 0.8453225}","{'black_fruit': 0.30739795918367346, 'citrus_fruit': 0.03571428571428571, 'dried_fruit': 0.07653061224489796, 'earth': 0.8864795918367347, 'floral': 0.11607142857142858, 'microbio': 0.03188775510204082, 'non_oak': 0.05229591836734694, 'oak': 0.7704081632653061, 'red_fruit': 1.0, 'spices': 0.3227040816326531, 'tree_fruit': 0.006377551020408163, 'tropical_fruit': 0.0012755102040816326, 'vegetal': 0.016581632653061226}",4.1,//images.vivino.com/thumbs/EkK8FypDRgm7FJ0Ioa8WpQ_pl_480x640.png
20361,0.23471689057157447,271_left,5408_right,300,300,Massolino Barolo DOCG Parussi,Italien,Piemont,2013.0,red,55.0,https://www.wein-direktimport.de/weine/italien/piemont/massolino/1606/2013-barolo-docg-parussi?c=362,https://www.wein-direktimport.de/media/image/37/f3/de/Parussi-2013_200x300.jpg," Wine Enthusiast, August 2017: “Firmly structured and loaded with energy, this intense red opens with aromas of new leather, pipe tobacco, eucalyptus and a whiff of cake spice. The aromas carry over to the vibrant palate along with raspberry and cherry set against a firm backbone of assertive but refined tannins. Tightly wound and youthfully austere, it still needs time but seems destined to blossom into a beauty. Drink 2025–2043.” - K.O.",1,,79970,Massolino Barolo,Massolino,13.5,red,2017,Italien,Barolo,29.95,"{'acidity': 0.900159825, 'fizziness': 0, 'intensity': 0.69779415, 'sweetness': 0.12160047499999999, 'tannin': 0.8453225}","{'black_fruit': 0.30739795918367346, 'citrus_fruit': 0.03571428571428571, 'dried_fruit': 0.07653061224489796, 'earth': 0.8864795918367347, 'floral': 0.11607142857142858, 'microbio': 0.03188775510204082, 'non_oak': 0.05229591836734694, 'oak': 0.7704081632653061, 'red_fruit': 1.0, 'spices': 0.3227040816326531, 'tree_fruit': 0.006377551020408163, 'tropical_fruit': 0.0012755102040816326, 'vegetal': 0.016581632653061226}",4.1,//images.vivino.com/thumbs/EkK8FypDRgm7FJ0Ioa8WpQ_pl_480x640.png
